Date;Next_Trading_Day;Index_Symbol;Internal_Key;ISIN;Company_Name;RIC_Code;BBG_Code;SEDOL;Country;Currency;Exchange;Industry;Supersector;Sector;Subsector;Shares;Free_Float;Close_Local;Close_EUR;Close_USD;Close_GBP;Close_JPY;Reserved;Reserved;Reserved;Reserved;Reserved;Reserved;Reserved;Reserved;Reserved;Reserved;Event_next_trading_day;New_Internal_Key;New_ISIN;New_Company_Name;New_RIC_Code;New_BBG_Code;New_SEDOL;New_Country;New_Currency;New_Exchange;New_Industry;New_Supersector;New_Sector;New_Subsector;New_Shares;New_Free_Float;Close_adjusted_local;Close_adjusted_EUR;Close_adjusted_USD;Close_adjusted_GBP;Close_adjusted_JPY;Reserved;Reserved;Reserved;Reserved;Reserved;Reserved;Reserved;Reserved;Reserved;Reserved;
2024-03-25;2024-03-26;SDGP;256612;CA8667961053;Sun Life Financial Inc.;SLF.TO;SLF CN Equity;2566124;CA;CAD;Toronto Stock Exchange;30;3030;303010;30301010;;;73.48;49.9218785;54.1028358;42.7880421;8192.5222267;;;;;;;;;;;0;256612;CA8667961053;Sun Life Financial Inc.;SLF.TO;SLF CN Equity;2566124;CA;CAD;Toronto Stock Exchange;30;3030;303010;30301010;;;73.48;49.9218785;54.1028358;42.7880421;8192.5222267;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;B06QFB;GB00B06QFB75;IG GRP HLDG;IGG.L;IGG LN Equity;B06QFB7;GB;GBP;London Stock Exchange;30;3020;302020;30202015;;;7.2;8.4004214;9.1039567;7.2000012;1378.5666946;;;;;;;;;;;0;B06QFB;GB00B06QFB75;IG GRP HLDG;IGG.L;IGG LN Equity;B06QFB7;GB;GBP;London Stock Exchange;30;3020;302020;30202015;;;7.2;8.4004214;9.1039567;7.2000012;1378.5666946;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;659758;JP3362700001;Mitsui O.S.K. Lines Ltd.;9104.T;9104 JT Equity;6597584;JP;JPY;Tokyo Stock Exchange;50;5020;502060;50206030;;;4715;28.731324;31.1375724;24.6256178;4715.007078;;;;;;;;;;;0;659758;JP3362700001;Mitsui O.S.K. Lines Ltd.;9104.T;9104 JT Equity;6597584;JP;JPY;Tokyo Stock Exchange;50;5020;502060;50206030;;;4715;28.731324;31.1375724;24.6256178;4715.007078;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;RCI.B;CA7751092007;Rogers Communications Inc. Cl;RCIb.TO;RCI/B CN Equity;2169051;CA;CAD;Toronto Stock Exchange;15;1510;151020;15102015;;;55.77;37.889809;41.0630805;32.4753553;6217.9772021;;;;;;;;;;;0;RCI.B;CA7751092007;Rogers Communications Inc. Cl;RCIb.TO;RCI/B CN Equity;2169051;CA;CAD;Toronto Stock Exchange;15;1510;151020;15102015;;;55.77;37.889809;41.0630805;32.4753553;6217.9772021;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;087823;GB0008782301;TAYLOR WIMPEY;TW.L;TW/ LN Equity;0878230;GB;GBP;London Stock Exchange;40;4020;402020;40202010;;;1.394;1.6264149;1.7626271;1.3940002;266.905826;;;;;;;;;;;0;087823;GB0008782301;TAYLOR WIMPEY;TW.L;TW/ LN Equity;0878230;GB;GBP;London Stock Exchange;40;4020;402020;40202010;;;1.394;1.6264149;1.7626271;1.3940002;266.905826;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;664256;JP3381000003;NIPPON STEEL;5401.T;5401 JT Equity;6642569;JP;JPY;Tokyo Stock Exchange;55;5510;551020;55102010;;;3782;23.0459952;24.9760973;19.7527225;3782.0056774;;;;;;;;;;;0;664256;JP3381000003;NIPPON STEEL;5401.T;5401 JT Equity;6642569;JP;JPY;Tokyo Stock Exchange;55;5510;551020;55102010;;;3782;23.0459952;24.9760973;19.7527225;3782.0056774;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;615252;NZCENE0001S6;Contact Energy Ltd.;CEN.NZ;CEN NZ Equity;6152529;NZ;NZD;New Zealand Exchange;65;6510;651010;65101010;;;8.34;4.6192208;5.0060805;3.9591341;758.0457749;;;;;;;;;;;0;615252;NZCENE0001S6;Contact Energy Ltd.;CEN.NZ;CEN NZ Equity;6152529;NZ;NZD;New Zealand Exchange;65;6510;651010;65101010;;;8.34;4.6192208;5.0060805;3.9591341;758.0457749;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;647453;JP3726800000;Japan Tobacco Inc.;2914.T;2914 JT Equity;6474535;JP;JPY;Tokyo Stock Exchange;45;4510;451030;45103010;;;3971;24.1976856;26.2242418;20.7398363;3971.0059611;;;;;;;;;;;0;647453;JP3726800000;Japan Tobacco Inc.;2914.T;2914 JT Equity;6474535;JP;JPY;Tokyo Stock Exchange;45;4510;451030;45103010;;;3971;24.1976856;26.2242418;20.7398363;3971.0059611;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;NL403F;NL0010773842;NN GROUP;NN.AS1;NN NA Equity;BNG8PQ9;NL;EUR;EURONEXT Amsterdam;30;3030;303010;30301010;;;41.95;41.95;45.4633125;35.955345;6884.2823575;;;;;;;;;;;0;NL403F;NL0010773842;NN GROUP;NN.AS1;NN NA Equity;BNG8PQ9;NL;EUR;EURONEXT Amsterdam;30;3030;303010;30301010;;;41.95;41.95;45.4633125;35.955345;6884.2823575;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;FITB;US3167731005;Fifth Third Bancorp;FITB.OQ;FITB UQ Equity;2336747;US;USD;NASDAQ;30;3010;301010;30101010;;;36.25;33.4486761;36.2500027;28.6688603;5489.1568714;;;;;;;;;;;0;FITB;US3167731005;Fifth Third Bancorp;FITB.OQ;FITB UQ Equity;2336747;US;USD;NASDAQ;30;3010;301010;30101010;;;36.25;33.4486761;36.2500027;28.6688603;5489.1568714;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;HWP;US40434L1052;HP Inc.;HPQ.N;HPQ UN Equity;BYX4D52;US;USD;NYSE;10;1010;101020;10102030;;;29.88;27.5709363;29.8800022;23.6310495;4524.5795077;;;;;;;;;;;0;HWP;US40434L1052;HP Inc.;HPQ.N;HPQ UN Equity;BYX4D52;US;USD;NYSE;10;1010;101020;10102030;;;29.88;27.5709363;29.8800022;23.6310495;4524.5795077;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;075478;GB00BM8PJY71;NATWEST GROUP;NWG.L;NWG LN Equity;BM8PJY7;GB;GBP;London Stock Exchange;30;3010;301010;30101010;;;2.6;3.0334855;3.2875399;2.6000004;497.8157499;;;;;;;;;;;0;075478;GB00BM8PJY71;NATWEST GROUP;NWG.L;NWG LN Equity;BM8PJY7;GB;GBP;London Stock Exchange;30;3010;301010;30101010;;;2.6;3.0334855;3.2875399;2.6000004;497.8157499;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;608625;AU000000FMG4;FORTESCUE;FMG.AX;FMG AU Equity;6086253;AU;AUD;Australian Securities Exchange;55;5510;551020;55102010;;;25.5;15.3822987;16.6705662;13.1841682;2524.3405854;;;;;;;;;;;0;608625;AU000000FMG4;FORTESCUE;FMG.AX;FMG AU Equity;6086253;AU;AUD;Australian Securities Exchange;55;5510;551020;55102010;;;25.5;15.3822987;16.6705662;13.1841682;2524.3405854;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;FNTG;US31620R3030;FNF Group;FNF.N;FNF UN Equity;BNBRDD4;US;USD;NYSE;30;3030;303020;30302025;;;51.38;47.4094615;51.3800039;40.6346495;7780.217387;;;;;;;;;;;0;FNTG;US31620R3030;FNF Group;FNF.N;FNF UN Equity;BNBRDD4;US;USD;NYSE;30;3030;303020;30302025;;;51.38;47.4094615;51.3800039;40.6346495;7780.217387;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;626551;SG1L01001701;DBS Group Holdings Ltd.;DBSM.SI;DBS SP Equity;6175203;SG;SGD;Singapore Exchange;30;3010;301010;30101010;;;35.5;24.3342418;26.3722346;20.8568786;3993.4157689;;;;;;;;;;;0;626551;SG1L01001701;DBS Group Holdings Ltd.;DBSM.SI;DBS SP Equity;6175203;SG;SGD;Singapore Exchange;30;3010;301010;30101010;;;35.5;24.3342418;26.3722346;20.8568786;3993.4157689;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;HK50CI;KYG2177B1014;CK Asset Holdings Ltd;1113.HK;1113 HK Equity;BYZQ077;HK;HKD;Stock Exchange of Hong Kong;35;3510;351010;35101010;;;32.55;3.8401188;4.1617287;3.2913658;630.1897999;;;;;;;;;;;0;HK50CI;KYG2177B1014;CK Asset Holdings Ltd;1113.HK;1113 HK Equity;BYZQ077;HK;HKD;Stock Exchange of Hong Kong;35;3510;351010;35101010;;;32.55;3.8401188;4.1617287;3.2913658;630.1897999;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;US205T;US7185461040;PHILLIPS 66;PSX.N;PSX UN Equity;B78C4Y8;US;USD;NYSE;60;6010;601010;60101020;;;156.46;144.3690998;156.4600119;123.7387554;23691.9582055;;;;;;;;;;;0;US205T;US7185461040;PHILLIPS 66;PSX.N;PSX UN Equity;B78C4Y8;US;USD;NYSE;60;6010;601010;60101020;;;156.46;144.3690998;156.4600119;123.7387554;23691.9582055;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;KEY;US4932671088;KeyCorp;KEY.N;KEY UN Equity;2490911;US;USD;NYSE;30;3010;301010;30101010;;;15.19;14.0161487;15.1900012;12.0132411;2300.1460123;;;;;;;;;;;0;KEY;US4932671088;KeyCorp;KEY.N;KEY UN Equity;2490911;US;USD;NYSE;30;3010;301010;30101010;;;15.19;14.0161487;15.1900012;12.0132411;2300.1460123;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;725147;IT0003153415;SNAM RETE GAS;SRG.MI;SRG IM Equity;7251470;IT;EUR;EURONEXT Milan;60;6010;601010;60101035;;;4.41;4.41;4.7793375;3.779811;723.7112085;;;;;;;;;;;0;725147;IT0003153415;SNAM RETE GAS;SRG.MI;SRG IM Equity;7251470;IT;EUR;EURONEXT Milan;60;6010;601010;60101035;;;4.41;4.41;4.7793375;3.779811;723.7112085;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;HBAN;US4461501045;Huntington Bancshares Inc.;HBAN.OQ;HBAN UQ Equity;2445966;US;USD;NASDAQ;30;3010;301010;30101010;;;13.37;12.3367945;13.370001;10.5738666;2024.5524845;;;;;;;;;;;0;HBAN;US4461501045;Huntington Bancshares Inc.;HBAN.OQ;HBAN UQ Equity;2445966;US;USD;NASDAQ;30;3010;301010;30101010;;;13.37;12.3367945;13.370001;10.5738666;2024.5524845;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;SRE;US8168511090;Sempra;SRE.N;SRE UN Equity;2138158;US;USD;NYSE;65;6510;651020;65102000;;;69.63;64.2491398;69.6300053;55.0679377;10543.7239478;;;;;;;;;;;0;SRE;US8168511090;Sempra;SRE.N;SRE UN Equity;2138158;US;USD;NYSE;65;6510;651020;65102000;;;69.63;64.2491398;69.6300053;55.0679377;10543.7239478;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;425240;DE0007100000;MERCEDES-BENZ GROUP;MBGn.DE;MBG GY Equity;5529027;DE;EUR;Deutsche Boerse;40;4010;401010;40101020;;;73.72;73.72;79.89405;63.185412;12097.956982;;;;;;;;;;;0;425240;DE0007100000;MERCEDES-BENZ GROUP;MBGn.DE;MBG GY Equity;5529027;DE;EUR;Deutsche Boerse;40;4010;401010;40101020;;;73.72;73.72;79.89405;63.185412;12097.956982;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;581006;PLPKN0000018;ORLEN;PKN.WA;PKN PW Equity;5810066;PL;PLN;Warsaw Stock Exchange;60;6010;601010;60101020;;;62.38;14.4921466;15.7058639;12.4212189;2378.2605283;;;;;;;;;;;0;581006;PLPKN0000018;ORLEN;PKN.WA;PKN PW Equity;5810066;PL;PLN;Warsaw Stock Exchange;60;6010;601010;60101020;;;62.38;14.4921466;15.7058639;12.4212189;2378.2605283;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;641440;JP3768600003;Haseko Corp.;1808.T;1808 JT Equity;6414401;JP;JPY;Tokyo Stock Exchange;40;4020;402020;40202010;;;1907.5;11.623542;12.5970136;9.9625378;1907.5028635;;;;;;;;;;;0;641440;JP3768600003;Haseko Corp.;1808.T;1808 JT Equity;6414401;JP;JPY;Tokyo Stock Exchange;40;4020;402020;40202010;;;1907.5;11.623542;12.5970136;9.9625378;1907.5028635;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;AMGN;US0311621009;Amgen Inc.;AMGN.OQ;AMGN UQ Equity;2023607;US;USD;NASDAQ;20;2010;201030;20103015;;;280.82;259.1188201;280.8200213;222.0907407;42523.1733423;;;;;;;;;;;0;AMGN;US0311621009;Amgen Inc.;AMGN.OQ;AMGN UQ Equity;2023607;US;USD;NASDAQ;20;2010;201030;20103015;;;280.82;259.1188201;280.8200213;222.0907407;42523.1733423;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;IBM;US4592001014;International Business Machine;IBM.N;IBM UN Equity;2005973;US;USD;NYSE;10;1010;101010;10101010;;;188.79;174.2007053;188.7900144;149.3074245;28587.5290146;;;;;;;;;;;0;IBM;US4592001014;International Business Machine;IBM.N;IBM UN Equity;2005973;US;USD;NYSE;10;1010;101010;10101010;;;188.79;174.2007053;188.7900144;149.3074245;28587.5290146;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;IP;US4601461035;International Paper Co.;IP.N;IP UN Equity;2465254;US;USD;NYSE;55;5510;551010;55101015;;;40.85;37.6931978;40.8500031;32.3068398;6185.7119574;;;;;;;;;;;0;IP;US4601461035;International Paper Co.;IP.N;IP UN Equity;2465254;US;USD;NYSE;55;5510;551010;55101015;;;40.85;37.6931978;40.8500031;32.3068398;6185.7119574;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;448816;NL0011821202;ING GRP;INGA.AS1;INGA NA Equity;BZ57390;NL;EUR;EURONEXT Amsterdam;30;3010;301010;30101010;;;14.698;14.698;15.9289575;12.5976558;2412.0424813;;;;;;;;;;;0;448816;NL0011821202;ING GRP;INGA.AS1;INGA NA Equity;BZ57390;NL;EUR;EURONEXT Amsterdam;30;3010;301010;30101010;;;14.698;14.698;15.9289575;12.5976558;2412.0424813;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;NO10Q2;NO0010345853;AKER BP;AKRBP.OL1;AKRBP NO Equity;B1L95G3;NO;NOK;Oslo Stock Exchange;60;6010;601010;60101010;;;275.5;23.7397799;25.7279865;20.3473654;3895.8604991;;;;;;;;;;;0;NO10Q2;NO0010345853;AKER BP;AKRBP.OL1;AKRBP NO Equity;B1L95G3;NO;NOK;Oslo Stock Exchange;60;6010;601010;60101010;;;275.5;23.7397799;25.7279865;20.3473654;3895.8604991;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;NL604I;NL0011872643;ASR NEDERLAND NV;ASRNL.AS1;ASRNL NA Equity;BD9PNF2;NL;EUR;EURONEXT Amsterdam;30;3030;303020;30302010;;;43.88;43.88;47.55495;37.609548;7201.008578;;;;;;;;;;;0;NL604I;NL0011872643;ASR NEDERLAND NV;ASRNL.AS1;ASRNL NA Equity;BD9PNF2;NL;EUR;EURONEXT Amsterdam;30;3030;303020;30302010;;;43.88;43.88;47.55495;37.609548;7201.008578;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;400169;BE0974264930;AGEAS;AGES.BR1;AGS BB Equity;B86S2N0;BE;EUR;EURONEXT Brussels;30;3030;303010;30301010;;;41.45;41.45;44.9214375;35.526795;6802.2289325;;;;;;;;;;;0;400169;BE0974264930;AGEAS;AGES.BR1;AGS BB Equity;B86S2N0;BE;EUR;EURONEXT Brussels;30;3030;303010;30301010;;;41.45;41.45;44.9214375;35.526795;6802.2289325;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;517617;FR0000133308;ORANGE;ORAN.PA1;ORA FP Equity;5176177;FR;EUR;EURONEXT Paris;15;1510;151020;15102015;;;10.642;10.642;11.5332675;9.1212582;1746.4250977;;;;;;;;;;;0;517617;FR0000133308;ORANGE;ORAN.PA1;ORA FP Equity;5176177;FR;EUR;EURONEXT Paris;15;1510;151020;15102015;;;10.642;10.642;11.5332675;9.1212582;1746.4250977;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;471310;FR0013269123;RUBIS;RUBF.PA1;RUI FP Equity;BDT88L2;FR;EUR;EURONEXT Paris;40;4040;404010;40401030;;;28.1;28.1;30.453375;24.08451;4611.402485;;;;;;;;;;;0;471310;FR0013269123;RUBIS;RUBF.PA1;RUI FP Equity;BDT88L2;FR;EUR;EURONEXT Paris;40;4040;404010;40401030;;;28.1;28.1;30.453375;24.08451;4611.402485;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;PFE;US7170811035;Pfizer Inc.;PFE.N;PFE UN Equity;2684703;US;USD;NYSE;20;2010;201030;20103015;;;27.43;25.3102672;27.4300021;21.69343;4153.5882229;;;;;;;;;;;0;PFE;US7170811035;Pfizer Inc.;PFE.N;PFE UN Equity;2684703;US;USD;NYSE;20;2010;201030;20103015;;;27.43;25.3102672;27.4300021;21.69343;4153.5882229;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;POW;CA7392391016;Power Corp. of Canada;POW.TO;POW CN Equity;2697701;CA;CAD;Toronto Stock Exchange;30;3030;303010;30301010;;;38.12;25.8985031;28.0675027;22.197607;4250.1217635;;;;;;;;;;;0;POW;CA7392391016;Power Corp. of Canada;POW.TO;POW CN Equity;2697701;CA;CAD;Toronto Stock Exchange;30;3030;303010;30301010;;;38.12;25.8985031;28.0675027;22.197607;4250.1217635;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;274642;CA56501R1064;Manulife Financial Corp.;MFC.TO;MFC CN Equity;2492519;CA;CAD;Toronto Stock Exchange;30;3030;303010;30301010;;;32.98;22.4064174;24.2829549;19.2045404;3677.0465793;;;;;;;;;;;0;274642;CA56501R1064;Manulife Financial Corp.;MFC.TO;MFC CN Equity;2492519;CA;CAD;Toronto Stock Exchange;30;3030;303010;30301010;;;32.98;22.4064174;24.2829549;19.2045404;3677.0465793;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;425305;DK0010244425;A P MOLLER-MAERSK A;MAERSKa.CO;MAERSKA DC Equity;4253059;DK;DKK;NASDAQ  Copenhagen;50;5020;502060;50206030;;;8925;1196.68542;1296.9078239;1025.6790735;196384.2747171;;;;;;;;;;;0;425305;DK0010244425;A P MOLLER-MAERSK A;MAERSKa.CO;MAERSKA DC Equity;4253059;DK;DKK;NASDAQ  Copenhagen;50;5020;502060;50206030;;;8925;1196.68542;1296.9078239;1025.6790735;196384.2747171;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;609128;AU000000BEN6;Bendigo & Adelaide Bank Ltd.;BEN.AX;BEN AU Equity;6091280;AU;AUD;Australian Securities Exchange;30;3010;301010;30101010;;;10.01;6.0383063;6.5440145;5.1754323;990.9274262;;;;;;;;;;;0;609128;AU000000BEN6;Bendigo & Adelaide Bank Ltd.;BEN.AX;BEN AU Equity;6091280;AU;AUD;Australian Securities Exchange;30;3010;301010;30101010;;;10.01;6.0383063;6.5440145;5.1754323;990.9274262;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;COG;US1270971039;COTERRA ENERGY;CTRA.N;CTRA UN Equity;2162340;US;USD;NYSE;60;6010;601010;60101010;;;27.82;25.6701288;27.8200021;22.0018674;4212.6439765;;;;;;;;;;;0;COG;US1270971039;COTERRA ENERGY;CTRA.N;CTRA UN Equity;2162340;US;USD;NYSE;60;6010;601010;60101010;;;27.82;25.6701288;27.8200021;22.0018674;4212.6439765;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;DUK;US26441C2044;Duke Energy Corp.;DUK.N;DUK UN Equity;B7VD3F2;US;USD;NYSE;65;6510;651020;65102000;;;94.84;87.510964;94.8400072;75.0056472;14361.1486425;;;;;;;;;;;0;DUK;US26441C2044;Duke Energy Corp.;DUK.N;DUK UN Equity;B7VD3F2;US;USD;NYSE;65;6510;651020;65102000;;;94.84;87.510964;94.8400072;75.0056472;14361.1486425;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;US40VL;US25278X1090;DIAMONDBACK ENERGY;FANG.OQ;FANG UW Equity;B7Y8YR3;US;USD;NASDAQ;60;6010;601010;60101010;;;196.59;181.3979376;196.5900149;155.4761723;29768.644136;;;;;;;;;;;0;US40VL;US25278X1090;DIAMONDBACK ENERGY;FANG.OQ;FANG UW Equity;B7Y8YR3;US;USD;NASDAQ;60;6010;601010;60101010;;;196.59;181.3979376;196.5900149;155.4761723;29768.644136;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;217052;CA1360691010;Canadian Imperial Bank of Comm;CM.TO;CM CN Equity;2170525;CA;CAD;Toronto Stock Exchange;30;3010;301010;30101010;;;68.32;46.4162049;50.3035621;39.7833292;7617.2171751;;;;;;;;;;;0;217052;CA1360691010;Canadian Imperial Bank of Comm;CM.TO;CM CN Equity;2170525;CA;CAD;Toronto Stock Exchange;30;3010;301010;30101010;;;68.32;46.4162049;50.3035621;39.7833292;7617.2171751;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;662460;AU000000NAB4;National Australia Bank Ltd.;NAB.AX;NAB AU Equity;6624608;AU;AUD;Australian Securities Exchange;30;3010;301010;30101010;;;34.56;20.8475389;22.5935203;17.8684256;3421.2239391;;;;;;;;;;;0;662460;AU000000NAB4;National Australia Bank Ltd.;NAB.AX;NAB AU Equity;6624608;AU;AUD;Australian Securities Exchange;30;3010;301010;30101010;;;34.56;20.8475389;22.5935203;17.8684256;3421.2239391;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;TDpD;CA8911605092;Toronto-Dominion Bank;TD.TO;TD CN Equity;2897222;CA;CAD;Toronto Stock Exchange;30;3010;301010;30101010;;;80.96;55.0037463;59.6103101;47.143711;9026.4915435;;;;;;;;;;;0;TDpD;CA8911605092;Toronto-Dominion Bank;TD.TO;TD CN Equity;2897222;CA;CAD;Toronto Stock Exchange;30;3010;301010;30101010;;;80.96;55.0037463;59.6103101;47.143711;9026.4915435;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;697972;AU0000224040;WOODSIDE ENERGY GROUP;WDS.AX;WDS AU Equity;BMGT167;AU;AUD;Australian Securities Exchange;60;6010;601010;60101010;;;30.08;18.1450802;19.6647307;15.5521482;2977.7319546;;;;;;;;;;;0;697972;AU0000224040;WOODSIDE ENERGY GROUP;WDS.AX;WDS AU Equity;BMGT167;AU;AUD;Australian Securities Exchange;60;6010;601010;60101010;;;30.08;18.1450802;19.6647307;15.5521482;2977.7319546;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;622010;AU000000RIO1;Rio Tinto Ltd.;RIO.AX;RIO AU Equity;6220103;AU;AUD;Australian Securities Exchange;55;5510;551020;55102000;;;121.62;73.3645164;79.5087946;62.880727;12039.6196882;;;;;;;;;;;0;622010;AU000000RIO1;Rio Tinto Ltd.;RIO.AX;RIO AU Equity;6220103;AU;AUD;Australian Securities Exchange;55;5510;551020;55102000;;;121.62;73.3645164;79.5087946;62.880727;12039.6196882;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;ED;US2091151041;Consolidated Edison Inc.;ED.N;ED UN Equity;2216850;US;USD;NYSE;65;6510;651010;65101015;;;88.5;81.6609059;88.5000068;69.9915624;13401.1140354;;;;;;;;;;;0;ED;US2091151041;Consolidated Edison Inc.;ED.N;ED UN Equity;2216850;US;USD;NYSE;65;6510;651010;65101015;;;88.5;81.6609059;88.5000068;69.9915624;13401.1140354;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;071887;GB0007188757;RIO TINTO;RIO.L;RIO LN Equity;0718875;GB;GBP;London Stock Exchange;55;5510;551020;55102000;;;50.13;58.4879343;63.3862988;50.1300085;9598.270661;;;;;;;;;;;0;071887;GB0007188757;RIO TINTO;RIO.L;RIO LN Equity;0718875;GB;GBP;London Stock Exchange;55;5510;551020;55102000;;;50.13;58.4879343;63.3862988;50.1300085;9598.270661;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;685992;HK0016000132;Sun Hung Kai Properties Ltd.;0016.HK;16 HK Equity;6859927;HK;HKD;Stock Exchange of Hong Kong;35;3510;351010;35101010;;;74.5;8.789212;9.5253085;7.5332336;1442.3698953;;;;;;;;;;;0;685992;HK0016000132;Sun Hung Kai Properties Ltd.;0016.HK;16 HK Equity;6859927;HK;HKD;Stock Exchange of Hong Kong;35;3510;351010;35101010;;;74.5;8.789212;9.5253085;7.5332336;1442.3698953;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;AU1027;AU000000YAL0;YANCOAL AUSTRALIA;YAL.AX;YAL AU Equity;B84LB45;AU;AUD;Australian Securities Exchange;60;6010;601010;60101040;;;5.38;3.2453634;3.5171626;2.781601;532.5863647;;;;;;;;;;;0;AU1027;AU000000YAL0;YANCOAL AUSTRALIA;YAL.AX;YAL AU Equity;B84LB45;AU;AUD;Australian Securities Exchange;60;6010;601010;60101040;;;5.38;3.2453634;3.5171626;2.781601;532.5863647;;;;;;;;;;;
2024-03-25;2024-03-26;SDGP;442048;CH0012214059;Holcim;HOLN.S;HOLN SW Equity;7110753;CH;CHF;SIX Swiss Exchange;50;5010;501010;50101030;;;80.8;82.9994972;89.9507051;71.1388691;13620.7860371;;;;;;;;;;;0;442048;CH0012214059;Holcim;HOLN.S;HOLN SW Equity;7110753;CH;CHF;SIX Swiss Exchange;50;5010;501010;50101030;;;80.8;82.9994972;89.9507051;71.1388691;13620.7860371;;;;;;;;;;;
